model,alpha,userId,num_truth,num_recommended,num_matched,precision@10,recall@10,hit_rate@10
HYBRID,0.8,38954,4,10,0,0.0,0.0,0.0
HYBRID,0.8,90119,6,10,1,0.1,0.16666666666666666,1.0
HYBRID,0.8,113805,37,10,4,0.4,0.10810810810810811,1.0
HYBRID,0.8,85541,11,10,1,0.1,0.09090909090909091,1.0
HYBRID,0.8,88627,7,10,1,0.1,0.14285714285714285,1.0
HYBRID,0.8,46879,7,10,1,0.1,0.14285714285714285,1.0
HYBRID,0.8,147155,2,10,0,0.0,0.0,0.0
HYBRID,0.8,127679,5,10,3,0.3,0.6,1.0
HYBRID,0.8,104597,2,10,1,0.1,0.5,1.0
HYBRID,0.8,124784,10,10,2,0.2,0.2,1.0
HYBRID,0.8,14999,13,10,1,0.1,0.07692307692307693,1.0
HYBRID,0.8,136772,33,10,2,0.2,0.06060606060606061,1.0
HYBRID,0.8,88828,18,10,0,0.0,0.0,0.0
HYBRID,0.8,63003,43,10,0,0.0,0.0,0.0
HYBRID,0.8,72053,1,10,1,0.1,1.0,1.0
HYBRID,0.8,77338,5,10,0,0.0,0.0,0.0
HYBRID,0.8,102343,3,10,1,0.1,0.3333333333333333,1.0
HYBRID,0.8,11064,7,10,0,0.0,0.0,0.0
HYBRID,0.8,123634,6,10,0,0.0,0.0,0.0
HYBRID,0.8,36896,6,10,2,0.2,0.3333333333333333,1.0
HYBRID,0.8,106329,42,10,2,0.2,0.047619047619047616,1.0
HYBRID,0.8,145971,4,10,0,0.0,0.0,0.0
HYBRID,0.8,110987,2,10,1,0.1,0.5,1.0
HYBRID,0.8,59600,20,10,0,0.0,0.0,0.0
HYBRID,0.8,72432,1,10,0,0.0,0.0,0.0
HYBRID,0.8,75256,24,10,0,0.0,0.0,0.0
HYBRID,0.8,150555,34,10,2,0.2,0.058823529411764705,1.0
HYBRID,0.8,83391,5,10,0,0.0,0.0,0.0
HYBRID,0.8,119507,14,10,3,0.3,0.21428571428571427,1.0
HYBRID,0.8,120775,4,10,0,0.0,0.0,0.0
HYBRID,0.8,65391,13,10,0,0.0,0.0,0.0
HYBRID,0.8,60265,30,10,0,0.0,0.0,0.0
HYBRID,0.8,125701,4,10,0,0.0,0.0,0.0
HYBRID,0.8,12431,3,10,0,0.0,0.0,0.0
HYBRID,0.8,103496,3,10,0,0.0,0.0,0.0
HYBRID,0.8,110924,3,10,2,0.2,0.6666666666666666,1.0
HYBRID,0.8,134452,6,10,1,0.1,0.16666666666666666,1.0
HYBRID,0.8,13994,22,10,3,0.3,0.13636363636363635,1.0
HYBRID,0.8,44982,5,10,0,0.0,0.0,0.0
HYBRID,0.8,15836,4,10,3,0.3,0.75,1.0
HYBRID,0.8,157726,2,10,0,0.0,0.0,0.0
HYBRID,0.8,123162,4,10,0,0.0,0.0,0.0
HYBRID,0.8,7137,30,10,0,0.0,0.0,0.0
HYBRID,0.8,139445,3,10,0,0.0,0.0,0.0
HYBRID,0.8,113816,7,10,0,0.0,0.0,0.0
HYBRID,0.8,70749,3,10,1,0.1,0.3333333333333333,1.0
HYBRID,0.8,139420,4,10,0,0.0,0.0,0.0
HYBRID,0.8,31652,3,10,0,0.0,0.0,0.0
HYBRID,0.8,59147,1,10,0,0.0,0.0,0.0
HYBRID,0.8,10399,4,10,0,0.0,0.0,0.0
HYBRID,0.8,15324,2,10,1,0.1,0.5,1.0
HYBRID,0.8,81308,17,10,0,0.0,0.0,0.0
HYBRID,0.8,158490,25,10,0,0.0,0.0,0.0
HYBRID,0.8,71303,14,10,1,0.1,0.07142857142857142,1.0
HYBRID,0.8,50797,39,10,0,0.0,0.0,0.0
HYBRID,0.8,130776,10,10,1,0.1,0.1,1.0
HYBRID,0.8,102626,38,10,0,0.0,0.0,0.0
HYBRID,0.8,110145,10,10,1,0.1,0.1,1.0
HYBRID,0.8,76332,8,10,1,0.1,0.125,1.0
HYBRID,0.8,126956,4,10,0,0.0,0.0,0.0
HYBRID,0.8,66770,3,10,1,0.1,0.3333333333333333,1.0
HYBRID,0.8,57624,3,10,0,0.0,0.0,0.0
HYBRID,0.8,121001,15,10,1,0.1,0.06666666666666667,1.0
HYBRID,0.8,21159,33,10,1,0.1,0.030303030303030304,1.0
HYBRID,0.8,111552,4,10,0,0.0,0.0,0.0
HYBRID,0.8,53676,4,10,4,0.4,1.0,1.0
HYBRID,0.8,14528,5,10,0,0.0,0.0,0.0
HYBRID,0.8,91753,16,10,2,0.2,0.125,1.0
HYBRID,0.8,73190,5,10,0,0.0,0.0,0.0
HYBRID,0.8,135317,12,10,0,0.0,0.0,0.0
